business_id,business_name,city,state,categories,review_id,clean_text,date,review_stars,review_length
M0tKGVhgtgFWHhQeztuafw,Residence Inn Tampa Oldsmar,Oldsmar,FL,"Hotels & Travel, Hotels, Venues & Event Spaces, Event Planning & Services",CDzxbJzrSGMx7TAcOVx6sQ,i was here for 9days just a week ago with my husband daughter the stay was awesome our room was spotless we had everything we could need in the fully stocked kitchen utensils pots etc breakfast buffet is out of this world good even tired from the night before we made sure to come down for breakfast the staff was courteous helpful so sweet i guess if i had one complaint it would be the pool 1 its on the small side 2 it has to be cooler regulate it better turn off the self heating no need for that in july in florida they have an outdoor grill for the guests to use we had a bbq one night with friends miguel the front desk clerk cleaned it for us started it up very nice young man great very professional courteous welcoming cant say the same for the gentleman in the overnight shift didnt even catch his name he wasnt courteous at all a bit rude overall we loved enjoyed our stay wed do it again also did linsey twice while there machines worked well soap was provided at front desk,2016-07-17 14:11:57,5,192
Bd9AyP3ZpE57Ed0gHwh6NA,Conicelli Honda,Conshohocken,PA,"Automotive, Auto Repair, Car Dealers, Auto Parts & Supplies",ZvXvNGAfFK9Cmq5Mzc7XeA,be careful be very careful do your homework they present you with a price list for options a sheet of paper that has their heading on it it looks very official it is not it has the prices increased from the honda retail prices are you kidding me retail is not high enough buyer beware very aware sorry,2018-02-03 21:53:11,1,58
VRGYwKE_Z77frm5NwLvJhw,Burger Republic,Nashville,TN,"Bars, Restaurants, Sports Bars, Burgers, Pubs, Nightlife, Armenian, American (Traditional)",Nb_i4xqfRqBydruabbz7uA,maybe it was because it was a saturday night maybe it was because i had my hopes set too high based off of the amazing reviews coming from clarksville my boyfriend and is thing is to at least once a month go to eat in nashville to somewhere weve never been before i was so excited to try this place but it definitely wasnt worth the hour drive or the money spent on the meal first off the biggest turn off of the night our server seemed less than thrilled to be there much more be serving us customer service is a huge thing for me and starting off the meal with a bad server kind of sets the mood for the night the food was ok not great but ok the nachos we ordered as an appetizer were completely cold the burgers were better i have to say the burger meal is just the right portion size it doesnt look like a lot when it comes out but it is just enough the both of us got milkshakes which were more whip cream than anything else and i just cant justify spending 6 on a shake that consisted mostly of whip cream i also cant justify spending 50 on a meal and dining experience that is mediocre maybe we will try it again one day on a week day,2015-08-09 14:39:53,3,230
Tl24lMv2aCuLs4u45NquJQ,Lamberti's Tutti Toscani,Cherry Hill,NJ,"Italian, Restaurants",ws3s7jGWrxBi97bImJqNfw,this place used to just be called lambertis no idea why they changed the name at some point everything is just as good as it has always been if not better this place is a standby favorite for my family it is always good you can count on consistency quality and service we made it our goto spot when we moved to cherry hill in 1992 and well keep on going there you can usually get a reservation even for a big group they will never turn you away or make you wait too long its a family spot and all group sizes are embraced try their marsala aribiata and puntanasca their tomato bread is outstanding they do seafood extremely well their specials are outstanding bring gum or mints you will consume about 5 cloves of garlic with any dinner but i wouldnt have it any other way,2009-10-29 02:03:17,5,148
cXSyVvOr9YRN9diDkaWs0Q,Honey's Sit-N-Eat,Philadelphia,PA,"Southern, Restaurants, American (Traditional)",2bJ2e1rjJnKLmsqKtUZ5aA,mmmmm just reading honeys sitneat makes my mouth water despite that i dont visit too often i love love love this place but i urge that getting there early is the key to truly loving it otherwise you might get a little resentful and thats no good then again once you take the first bite the resentment will melt like bacon in your mouth the past few times ive been i cant seem to order anything but the enfrijoladas perfectly cooked eggs and beans in soft toasty tortillas topped with radish clover and sour cream delicious that said there are some other classics that are worth a try like the corn bread the fried green tomatoes and fried okra the whole wheat pancakes and the omelets the best things about this place the servers so nice patient and friendly and the orange juice fresh squeezed and sweet,2009-08-07 02:18:03,5,147
yvW2NoOF4fv1r50A_jhjdw,Zoe Mediterranean,Tucson,AZ,"Vegetarian, Mediterranean, Greek, Restaurants",9huLemxvP5dQcbHhe7m2_w,so good my friends and i came here after a long day rock climbing on mt lemmon the owner i think was incredibly nice and helpful but most importantly the food was amazing especially for the price we are all college students so its basically our number one goal to find quality cheap food i ordered the beef gyro with greek fries which i would suggest 100 they were seasoned so well with lemon and other things i couldnt name i was just so impressed by this small modern simple yet incredibly delicious greek restaurant ive worked in very fancy restaurants yet i would direct anyone to zoe mediterranean instead of mcmahons or other overpriced menus as we were finishing up our meal the owner brought out some free fresh hummus and pita bread saying you should have told me you are starving students next time just let us know and we will give you a free snack we all agreed it was an amazing spot and proceeded to tip as well as we could i would highly recommend this if you are ever hiking camping climbing wandering near catalina highway eat here or just make your way to this area i would seriously say its worth it,2013-01-03 04:09:35,5,208
I0I2mkCOPTYVSLpc8A8VVw,Compère Lapin,New Orleans,LA,"Personal Chefs, Event Planning & Services, Restaurants, Caribbean, American (New), American (Traditional), French",eaGNujUzTjNp3BAR5ma6lg,great bar abigail was very knowledgeable and friendly learned a bunch while having fun and a perfectly balanced daiquiri the pot tenderloin was delicious and the service was excellent thank you to kyle for going to retrieve my gift bag from the swizzle stick hospitality at its best,2018-03-26 01:30:07,5,48
SZU9c8V2GuREDN5KgyHFJw,Santa Barbara Shellfish Company,Santa Barbara,CA,"Live/Raw Food, Restaurants, Seafood, Beer Bar, Beer, Wine & Spirits, Bars, Food, Nightlife",RaWRlSUFdTf_QMjCmwFoZw,this restaurant is at the end of the wharf indoor seating is dark and cramped so we opted to sit outside despite the evening chill the heat lamps kept us nice and toasty the waitress knew what she was talking about and made excellent suggestions we ordered the rock crab and maine lobster which each came with a large caesar salad and clam chowder the chowder was delicious and aromatic with a decent proportion of clams to potatoes we had one and a half rock crab my husband had the half and i started on the whole unfortunately the whole crab was not only more difficult to crack but after all that work it was flavorless my husband says the half was much better but my experience with the other crab was disappointing the lobster claw was great though very tasty with butter the raisin slaw was delicious as well and the onion rings were a nice addition we had a great view of the water and saw some magnificent pelicans up close a boat full of loud rowdy happy drunk people passed by twice and whooped and hollered which made us laugh,2009-05-31 06:53:40,3,193
TyOe_EcbyAWMmPgg_ILwHQ,Pep Boys,Broomall,PA,"Auto Repair, Oil Change Stations, Auto Parts & Supplies, Automotive, Tires",nLXT56Ou0gqbGl9IePZMhg,this review is for those who do their own maintenance on their vehicles i have no experience with the service department as a doityourself kind of guy i like to do all the maintenance on my own vehicles when i need to buy parts i frequently find myself at this pep boys while they usually have whatever part im looking for i would advise caution when getting parts from behind the counter on too many occasions ive opened the box to find the wrong size parts this usually causes the person behind the counter confusion only to then realize that some cars have different size parts depending on the model i find this to be most often the case when i am buying brakes rotors or brake shoes also their prices are not always the best many times autozone or napa will have the same parts at a cheaper price sometimes autozone or napa will have a brand name on sale cheaper than the pep boys store brand so shop around before you buy,2014-10-29 18:13:46,3,174
wJmyu7W1K9A_gE8Ed4Bc9w,Trident Grill,Tucson,AZ,"Bars, Seafood, Sports Bars, American (Traditional), Sandwiches, Nightlife, Restaurants",hvf2bem0ZtMZiPgCGz7AbA,one of my favorite sports bars the food is so good and the have so many craft beer options i had the fried pickles and im not even really a fried pickle fan and wow were they good fun spot good for a double date,2017-02-22 23:20:03,5,45
_HcAoG6Jj_XTj4-XNEbo6Q,Fuzzy's Taco Shop,Tampa,FL,"Sports Bars, Breakfast & Brunch, Mexican, Nightlife, Tex-Mex, Restaurants, Sandwiches, Bars",sdykimMeJs54O2n0rV8MGw,i had high hopes this place is about 5 minutes from where i live so i figured id give it a try i immediately thought it seemed like a tijuana flats wannabee sadly it will remain a wannabee the entrance is hard to find you have go on fowler and then turn in where applebees and cocacola are located it has indoor seating and part of the the restaurant in open leading to outside bench seating you go up to the counter to place your order i gave this place two tries before reviewing both times it was disappointing the first time i ordered the beef nachos the nachos were tortilla chips with a little bit of feta cheese and i guess some beef it took a long time to get our order and the staff didnt know what went where my boyfriend who used to work in a restaurant felt like he was working there he had to go up to the kitchen window to get the food which was wrong and then had to read out the actual order so your customers are part of the staff additionally they had a lot of staff of there so what were they doing the second time was possibly worse slow service again my quesadilla was not filled with much of anything the presentation is nonexistent i was told it looked like prison food my food was served on a metal tray and my side of sour cream was a blob on parchment paper both times i left hungry and unsatisfied,2017-05-15 01:42:55,1,260
C1D2o1VV2TDjpkG3BsdseA,San Antonio Taco Co,Nashville,TN,"Tex-Mex, Event Planning & Services, Caterers, Restaurants, Mexican",gqBnm0RJIcon35BT45UNDQ,wow i cant believe how much i miss this place i spent many an undergraduate day on the patio sipping cold beers and enjoying cheese dip which is the best ever the location is amazing and since i used to live at 20th and grand i did not have far to go to enjoy the grub when coming back from campus one other thing that my buddy and i figured out we always went right before they were closing and they always piled free food on us every time we always walked away with our order plus a free bag of chips and bean dip or cheese dip or anything else they were just going to toss at the end of the day thanks satco for all the good times and great food,2008-05-09 17:31:32,5,133
0zWAsCBzvuCI_Ydx7yH1Jw,Shing Kee,Philadelphia,PA,"Noodles, Chinese, Restaurants, Soup",GV61OXVsC5xafapfNVCpsQ,so ive done takeout from here twice the first time i did the baked pork chop with rice and was not excited it was undoubtedly good but not really what i was after the crazy part is that i was eating leftovers for two days after which was impressive the second takeout order last night was excellent it was water spinach mango shrimp and the seafood with vermicelli noodles and curry the curry was very light but the seafood was abundant and the mango shrimp was amazing they also threw in a soup unsure of what it was pork corn carrots that was really tasty again the leftovers from this order lastest for another two meals i think ive found my goto chinese takeout,2014-04-19 19:24:15,4,124
kZtl_NJjUnlIQgzFrBhXyQ,Ichiban,Santa Barbara,CA,"Restaurants, Japanese, Sushi Bars",9FCAgWDpmTeAzc8IZL0jtg,when i have the to spend this is my favorite place for sushi in santa barbara their prices are normal for sushi not as low as somethings fishys 50 off specials but better quality though i love somethings fishy too omar is the best chef theyve got my far have him make your food and itll taste like a different place their spicy tuna roll rocks as does the rest of their food i could go on about what makes this place great for a while but that wouldnt be helpful 5 stars for the food quality alone the service is good the decor is nice and the location is ok if this place was for instance to move to a swanky dimly lit bar like location with trendy modern decor i think itd add that extra spark but then again it wouldnt be the ichiban i love,2008-12-15 06:19:21,5,148
VZfc50XVwgdCecH4YbGNFg,EATS! American Grill,Tampa,FL,"American (New), Diners, American (Traditional), Restaurants",U9kKYRl2UfLEeZAQRYGTkw,one of our favorites salad dressings homemadealways great love their beef on weck burgers tenderscant go wrong with anything on the menu small and cozy when you dinein and now easy takeout with uber eats,2016-11-23 00:28:55,5,35
o0wS39AwFiV2z7NhEWMNdw,Corner Music,Nashville,TN,"Music & DVDs, Musical Instruments & Teachers, Electronics, Guitar Stores, Books, Mags, Music & Video, Home Theatre Installation, Musical Instrument Services, Local Services, Shopping, Home Services",_knOyvQ4h_ouc26eZRAU1A,i love this place as a beginning music producer ive bought 75 of my starting studio equipment from this shop i got some stuff from guitar center but i felt better getting everything else from corner music the people who work here are top notch they know their stuff take a guy there named ray is he there to help me buy something get a sale for the store sure i guess thats part of the business but hes better than that classic guy very kind and hes answered all sorts of questions about my equipment the best use of it what my priorities in getting together a home studio should be its certainly paid off im pleasantly surprised at the quality of work i am doing and i have ray to thank for that yes i research equipment online i find options but corner music has personality i love that thanks for being more than just a music shop but a business focused on being good people to other good people,2014-04-24 07:38:32,5,172
b9AWdZKry6pAHcMyErr2dw,Twice As Nice,Narberth,PA,"Shopping, Baby Gear & Furniture, Thrift Stores, Children's Clothing, Fashion, Used, Vintage & Consignment",6QE03YYAXy_4NJDbpq2fdQ,i stop in here occasionally and enjoy seeing what they have in stock some of their clothes for children are fun and they have a good supply of clothes and bedding they sometimes have 50 off sales which is a good time to shop there other times their things are overpriced especially their home goods and strollers baby swings etc they would benefit from lowering their prices,2014-05-10 14:15:59,3,67
o0wS39AwFiV2z7NhEWMNdw,Corner Music,Nashville,TN,"Music & DVDs, Musical Instruments & Teachers, Electronics, Guitar Stores, Books, Mags, Music & Video, Home Theatre Installation, Musical Instrument Services, Local Services, Shopping, Home Services",x_lvh2qauh1iAHMHn2ngYQ,topnotch inventory talented salespeople who can play as well as sell well almost as well just be sure to research what you need and exhaust all your retail options before you buy it here the prices are high and trades are slanted heavily toward the store surprise surprise cut past the posing youll occasionally spot going on here its a good store committed to quality,2013-05-29 23:40:05,3,65
nQTJn9kdpU9Mns-b_qduVw,The Barbary,Philadelphia,PA,"Arts & Entertainment, Dance Clubs, Music Venues, Bars, Nightlife",ZBCebhcf5RxVXLyUAr-CPw,this is without a question my favorite place to dance in philadelphia they always have great djs or live music lined up chang chang here was bumpin the barb constantly has ridiculous drink specials and they usually consist of no cover unless its the weekend and then free pbr until it runs out which is usually around 1057 pm give or take so to take advantage of free alcohol you generally have to show up pretty early its a cash only bar but they do have an atm in the back next to the photobooth camel girls frequent this place so if youre a smoker look for them they have karaoke on sundays ive never been there when its super crowded so if you like karaoke its a good spot to be no complaints always fun,2010-03-13 19:54:26,5,136
g5ogvPhw3PSobtaZFkdEXg,Bittersweet Confections,New Orleans,LA,"Cupcakes, Caterers, Food, Chocolatiers & Shops, Bakeries, Specialty Food, Breakfast & Brunch, Shopping, Desserts, Restaurants, Event Planning & Services",-7peCIbF_IzLZbo246Mxaw,best cupcakes ever we also tried a few of the cookies everything was great the coconut macaroons dipped in chocolate were amazing all of the staff is really helpful,2016-11-13 22:53:15,5,29
TfcpJBiFNnDaochnmp4M2Q,The Garden Brunch Cafe,Nashville,TN,"Cafes, Restaurants, American (Traditional), Breakfast & Brunch",pw8sDmqD5HfWmhBgfyLi2w,oh i really do love this place im so glad my son and i went last sunday we had the german town west benny an eggs benedict with smoked salmon and the bananas foster pancakes the food was incredible and service was great for us the cozy converted house with wooden floors art on the walls and music playing made our visit just extra special oh and the southern pecan coffeewhere ya been all my life this is a must for when in nashville,2013-04-11 16:40:31,5,84
dQMchzUdDwnSQcvzPlro1A,Ciao-A Fine Salon,Santa Barbara,CA,"Hair Salons, Beauty & Spas",ZDKUdHD64YyhRe0X1X6KHQ,christy one of the coowners of ciao has been doing my hair for several years i have straight fine naturally blonde hair christy has cut it in varying overall lengths and amount of layers as i tried differing styles from bobs to below shoulder length bangs or not christy has consistently given me cuts to complement my lifestyle hair and face so that my hair is easy care healthy and shiny she also does my highlights foil method so that they blend with my natural color but brighten it up she is careful to choose the strengths and colors so that as my hair grows they continue to appear very natural over at least 8 weeks if i can make the time she schedules in between haircutshighlights bang trims i have seen her work on many clients with all sorts of hair and styles and have never seen a bad cut by their greetings and how shes booked its clear that most clients stick with her once they find her the salon itself is a calm and welcoming and meticulously clean theres parking up a little driveway behind the salon or for treatments less than 90 minutes theres usually street parking even though trader joes is right up the street theres always a new art show on the walls and often handcrafted jewelry handbags andor jewelry to purchase if you like right now the jewelry is gorgeous ciao also carries all sorts of quality hair products which they sell for good prices,2014-05-09 20:01:43,5,252
nRKndeZLQ3eDL10UMwS2rQ,Ted Drewes,Saint Louis,MO,"Ice Cream & Frozen Yogurt, Food, Local Flavor, Desserts",_i2JOnY1-11vwbjUvreuNQ,dont let the big crowd scare you awaythese people know what they are doing the line moves fast check out the menu on the side of the building so you know what you want when you order the custard concretes were delicious we had to reeses and one oreo the prices are fair for what you getjust eat it fast bc it melts quickly,2018-09-03 01:46:55,5,64
vUTkL2n4AgWj8MZuXDblWA,Spinners Revolving Roof-Top Lounge,St. Pete Beach,FL,"Hotels, Caterers, Restaurants, Seafood, Hotels & Travel, Sandwiches, Salad, Event Planning & Services",YQ5oIsMnMKeZeFGrFOFwCg,love it the steaks are amazing they are always cooked correctly and the veggies and salads are great you cannot beat the view it doesnt matter if it is raining or not being able to look out onto the water is great,2017-06-19 01:40:35,5,42
TkP1Oy-ZUiBHD3ib9yJ25Q,Lowe's Home Improvement,Maplewood,MO,"Home & Garden, Hardware Stores, Appliances, Home Services, Building Supplies, Shopping, Nurseries & Gardening",pSmyhWmuorECiVH1iTo_bQ,never buy appliances from any lowes i purchased an expensive stacked washerdryer unit for my son in los angeles they changed delivery dates communicated poorly then sent mixed messages about whether they had it or not several weeks later it arrived but was the wrong output they took the old unit away but refused to take the new unit back the same day that had to be rescheduled they wouldnt allow him to order another unit they recommended gas this timeon the same day even though he was willing to pay for the second one before they refunded my money for the first one the gas unit for more money got ordered and a delivery date set weeks in advance after the date it was supposed to be delivered he called lowes to find out what was going on he was told it was discontinued and no further information or availability of any product was discussed he is now six weeks without laundry facilities and his comment was the universe just doesnt want me to have clean clothes we have spoken numerous times to different supposed managers without satisfaction or any indication that they take any responsibility or care i would rate lowes in negative numbers if that was available do yourself a favor and save yourself the aggravation of dealing with a company that is incompetent and clearly doesnt care about their customers,2018-05-09 14:06:53,1,234
stnNDWmNgQzndXN2FBm__A,Lolli Lolli,Philadelphia,PA,"Fashion, Toy Stores, Children's Clothing, Shopping",ufU6dMJkJhwdf6ge1StLEA,fabulous store lots of cute clothing and toys all mixed up boutique style lolli lolli is the perfect place to buy a baby gift they have it all and the sas are super helpful minus one star because there are 56 steps at the entrance to the store making it impossible to browse if you have a stroller with you hello moms always have strollers i bet theyre turing away tons of would be browsers,2008-12-12 16:38:07,4,75
A0F-h3xJm_6gHDKcDQwSrQ,Capogiro Gelato,Philadelphia,PA,"Pizza, Restaurants, Gelato, Coffee & Tea, Ice Cream & Frozen Yogurt, Food",0CKW4FxkzbeX9xnNJul1Yg,delicious air conditioned outdoor seating and rich flavors these are the highlights ample of indoor and outdoor seating i loved the hazlenut and peanut butter chocolate flavors,2013-07-15 13:05:06,5,27
69MquJNC3BpgOZvHtutZ-w,Catrina's,Edwardsville,IL,"Bars, Latin American, Nightlife, Cocktail Bars, Restaurants, Mexican",PvBu5gbbjWclTTZWSTWNlA,had a great first dinner experience here the strawberry basil margarita is delicious the other speciality drinks are unique hand crafted concoctions the guacamole was deliciousi loved the pistachio topping the staff was very friendly i am excited to see where this restaurant goes bottom line if you want a mexican food experience that is different and more authentic from your average mexican restaurant try catrinas,2016-01-30 15:03:57,5,66
-LgWuUKKPhwp0wr6qJ0DAA,Campbell House Museum,Saint Louis,MO,"Hotels & Travel, Arts & Entertainment, Tours, Museums, Landmarks & Historical Buildings, Historical Tours, Public Services & Government",zFpUCddAULfJ2QaCYql0NA,i went to the campbell house museum a couple of days ago to see what it was all about i had heard about from a couple of friends and they all spoke about how it was interesting and everything like that so i went and checked it out after going to the campbell house i figured that if you want an idea what old st louis might have been like then looking at this house and how people lived is pretty much the way to go of course the way of life for these people was the life of the rich so i wouldnt say it gives an insight to the life of everybody just the rich walking around inside of the house was very neat i always enjoy looking at old classic things and the way in which people lived and things of the olden days that would be the history buff nerd whatever you want to call it coming out of me the campbell house museum is very interesting and seeing the old furniture very fascinating,2008-05-28 20:50:54,4,178
cN8F-BmoHoS9eCqIHMtlHA,Companion Ladue Cafe,Saint Louis,MO,"Bakeries, Sandwiches, Soup, Food, Restaurants",-TxyRVsYk9EqaExhi_rB2w,i love this place freshest food is always worth the money im a huge fan of the fa la la la laroasted turkey house made cranberry sauce baby swiss lettuce and tarragon mayo and i get mine on the pretzel ciabatta mmmm salads are always heaped with tons of the good stuffgreens avocado eggs fruit nutswhatever its topped with theres always more than enough in a good way and the tea there is absolutely fantastic always cold and refreshing to wrap up your meal and satiate your sweet toothhuge chocolate chip cookies sometimes it gets a little crowded in the dining area but in the restaurant biz i guess thats a good thing i only dont care for the awkwardness of sitting at the side tables near the windows if someone is at the table next to you its like sitting on their lapyikes but thats the only complaint i have overall love the atmosphere and the food is super,2014-08-27 19:39:27,5,160
8eDkw7CE0NKqMknPIu26fw,Two Chicks Cafe,New Orleans,LA,"Breakfast & Brunch, Juice Bars & Smoothies, Restaurants, Food, American (New)",hBLCg6DQQFp4jE6G4leLlA,the food was amazing you could definitely taste that the food was made with fresh ingredients the prices were fair and it was great to getaway from the hustle of the french quarter,2018-04-05 04:28:04,5,33
kbFwcVMsHlNNXGWRZpEYhg,Aston Diner,Aston,PA,"Restaurants, Diners",1TTw1lscW_Qp3RojISQaMg,good taste good prices no reason not to go here 4 soups if you like that kind of thing also many veggie options instead of just one like some diners,2017-10-28 18:55:49,5,30
RVLF2RaStLkJiQCqBHknDw,Mom Mom's Kitchen and Polish Food Cart,Philadelphia,PA,"Food, Polish, Food Trucks, Street Vendors, Restaurants",zBgU-MkzwtDlfwrpGpG2Zg,the food is nothing short of spectacular everything and i do mean everything cause ive had the whole menu is great the staff is super chill and very pleasant adequate parking available it is byo and the setting is small and intimate only reason i took star off is the pricing seems very high and there was just 1 tv without cable not good during a nba playoff game but otherwise the food makes up for the minor miscues,2018-07-26 18:12:36,4,79
TV81bpCQ6p6o4Hau5hk-zw,Hellas Restaurant,Tarpon Springs,FL,"Food, Bakeries, Greek, Restaurants, Soup",llfAYzZVqyOTmITiydQ91g,absolutely phenomenal food drinks service and staff my party of 3 and i had a wonderful evening and constantine our server was so passionate towards our experience highly recommend,2018-05-21 00:58:56,5,29
I1h0GRYp86eX-XqwVXsSGA,Zeko's Mediterranean Grill,Tampa,FL,"Restaurants, Falafel, Fast Food, Mediterranean, Middle Eastern, Halal, Greek",MyeePelPxOnqCjpzSyayOg,awesome food the hummus is the best i have had in along time the falafel are the best ever the pita bread is fresh and exactly how its done back home the hamburger and the kebabs not sure how they prepare them but they are really flavorful and tasty first time in a long time the entire family finishes all their plates and ask for more,2017-04-21 00:37:10,5,66
2kuhZOrWcLYe_XePccr4lA,Cappy's Pizzeria- Seminole Heights,Tampa,FL,"Restaurants, Food, Pizza",IxeStrQ_yvxa7wRgHe8WOQ,great hang out pizza place dine in or take out this place is so neat and usually busy sometimes there is a wait but so worth it the decor is all vintage lots of it is from local florida seating inside is all large wooden booths and theres outdoor courtyard seating as well they have a variety of classic soda a few beers on draft and a good variety of bottled beer from micro breweries the food is delicious if you go with a group or even by yourself i highly recommend ordering a large greek salad to share they have both new york and chicago style pizza i love the new york style either make your own or the cappys is really good everything is made fresh to order so if youre in a hurry call ahead we like to chill out have a few beers and salad while they make our pizza note they only take cash but there is an atm there if you forget,2012-06-27 19:20:30,5,168
1FURjeGJi_LBXcJQg8eskw,Padaro Beach Grill,Carpinteria,CA,"American (Traditional), Restaurants, Seafood, Burgers, Tacos, Sandwiches, Mexican, Bars, Food, Beer Bar, Juice Bars & Smoothies, Nightlife",bUph-NYgiiJAvP8vLbudUw,came for dinner on a slow night manager gal was super rude just not friendly at all and seemed put out to answer some questions once home we both had horrible stomach aches location is beautiful but the meal and service not so good,2017-09-22 05:27:34,3,44
